word	definition	n	x	y
hang	"0: a special way of doing something (bent.n.04)
 1: the way a garment hangs (hang.n.02)
 2: a gymnastic exercise performed on the rings or horizontal bar or parallel bars when the gymnast's weight is supported by the arms (hang.n.03)
 3: be suspended or hanging (hang.v.01)
 4: cause to be hanging or suspended (hang.v.02)
 5: kill by hanging (hang.v.03)
 6: let drop or droop (hang.v.04)
 7: fall or flow in a certain way (hang.v.05)
 8: be menacing, burdensome, or oppressive (hang.v.06)
 9: give heed (to) (attend.v.05)
 10: be suspended or poised (hang.v.08)
 11: hold on tightly or tenaciously (cling.v.03)
 12: be exhibited (hang.v.10)
 13: prevent from reaching a verdict, of a jury (hang.v.11)
 14: decorate or furnish with something suspended (hang.v.12)
 15: be placed in position as by a hinge (hang.v.13)
 16: place in position as by a hinge so as to allow free movement in one direction (hang.v.14)
 17: suspend (meat) in order to get a gamey taste (hang.v.15)"	4		
hani	0: a Loloish language (hani.n.01)	4		
hank	0: a coil of rope or wool or yarn (hank.n.01)	4		
harm	"0: any physical damage to the body caused by violence or accident or fracture etc. (injury.n.01)
 1: the occurrence of a change for the worse (damage.n.01)
 2: the act of damaging something or someone (damage.n.03)
 3: cause or do harm to (harm.v.01)"	4		
have	"0: a person who possesses great material wealth (rich_person.n.01)
 1: have or possess, either in a concrete or an abstract sense (have.v.01)
 2: have as a feature (have.v.02)
 3: go through (mental or physical states or experiences) (experience.v.03)
 4: have ownership or possession of (own.v.01)
 5: cause to move; cause to be in a certain position or condition (get.v.03)
 6: serve oneself to, or consume regularly (consume.v.02)
 7: have a personal or business relationship with someone (have.v.07)
 8: organize or be responsible for (hold.v.03)
 9: have left (have.v.09)
 10: be confronted with (have.v.10)
 11: undergo (have.v.11)
 12: suffer from; be ill with (have.v.12)
 13: cause to do; cause to act in a specified manner (induce.v.02)
 14: receive willingly something given or offered (accept.v.02)
 15: get something; come into possession of (receive.v.01)
 16: undergo (as of injuries and illnesses) (suffer.v.02)
 17: achieve a point or goal (have.v.17)
 18: cause to be born (give_birth.v.01)
 19: have sex with; archaic use (take.v.35)"	4		
hays	"0: United States lawyer and politician who formulated a production code that prescribed the moral content of United States films from 1930 to 1966 (1879-1954) (hays.n.01)
 1: United States lawyer involved in several famous court trials (1881-1954) (hays.n.02)
 2: a town in central Kansas (hays.n.03)
 3: grass mowed and cured for use as fodder (hay.n.01)
 4: convert (plant material) into hay (hay.v.01)"	4		
hcfc	0: a fluorocarbon that is replacing chlorofluorocarbon as a refrigerant and propellant in aerosol cans; considered to be somewhat less destructive to the atmosphere (hydrochlorofluorocarbon.n.01)	4		
heal	"0: heal or recover (mend.v.02)
 1: get healthy again (heal.v.02)
 2: provide a cure for, make healthy again (bring_around.v.02)"	4		
hefa	0: a major port in northwestern Israel (hefa.n.01)	4		
held	"0: keep in a certain state, position, or activity; e.g., (keep.v.01)
 1: have or hold in one's hands or grip (hold.v.02)
 2: organize or be responsible for (hold.v.03)
 3: have or possess, either in a concrete or an abstract sense (have.v.01)
 4: keep in mind or convey as a conviction or view (deem.v.01)
 5: maintain (a theory, thoughts, or feelings) (harbor.v.01)
 6: to close within bounds, limit or hold back from movement (restrain.v.03)
 7: secure and keep for possible future use or application (retain.v.03)
 8: have rightfully; of rights, titles, and offices (bear.v.11)
 9: be the physical support of; carry the weight of (hold.v.10)
 10: contain or hold; have within (hold.v.11)
 11: have room for; hold without crowding (accommodate.v.04)
 12: remain in a certain state, position, or condition (hold.v.13)
 13: support or hold in a certain manner (hold.v.14)
 14: be valid, applicable, or true (prevail.v.02)
 15: assert or affirm (hold.v.16)
 16: have as a major characteristic (hold.v.17)
 17: be capable of holding or containing (contain.v.05)
 18: arrange for and reserve (something for someone else) in advance (reserve.v.04)
 19: protect against a challenge or attack (defend.v.03)
 20: bind by an obligation; cause to be indebted (oblige.v.02)
 21: hold the attention of (hold.v.22)
 22: remain committed to (hold.v.23)
 23: resist or confront with resistance (defy.v.01)
 24: be pertinent or relevant or applicable (apply.v.02)
 25: stop dealing with (hold.v.26)
 26: lessen the intensity of; temper; hold in restraint; hold or keep within limits (control.v.02)
 27: keep from departing (hold.v.28)
 28: take and maintain control over, often by violent means (hold.v.29)
 29: cause to stop (halt.v.01)
 30: cover as for protection against noise or smell (hold.v.31)
 31: drink alcohol without showing ill effects (carry.v.33)
 32: aim, point, or direct (hold.v.33)
 33: declare to be (declare.v.04)
 34: be in accord; be in agreement (agree.v.01)
 35: keep from exhaling or expelling (hold.v.36)
 36: occupied or in the control of; often used in combination (held.a.01)"	4		
heme	0: a complex red organic pigment containing iron and other atoms to which oxygen binds (heme.n.01)	4		
herr	"0: a German man; used before the name as a title equivalent to Mr in English (herr.n.01)
 1: a German courtesy title or form of address for a man (herr.n.02)"	4		
heth	0: the 8th letter of the Hebrew alphabet (heth.n.01)	4		
hewn	"0: make or shape as with an axe (hew.v.01)
 1: strike with an axe; cut down, strike (hew.v.02)
 2: cut or shaped with hard blows of a heavy cutting instrument like an ax or chisel (hewn.s.01)"	4		
hick	"0: a person who is not very intelligent or interested in culture (yokel.n.01)
 1: awkwardly simple and provincial (bumpkinly.s.01)"	4		
higi	0: a Chadic language spoken south of Lake Chad (higi.n.01)	4		
hill	"0: a local and well-defined elevation of the land (hill.n.01)
 1: structure consisting of an artificial heap or bank usually of earth or stones (mound.n.04)
 2: United States railroad tycoon (1838-1916) (hill.n.03)
 3: risque English comedian (1925-1992) (hill.n.04)
 4: (baseball) the slight elevation on which the pitcher stands (mound.n.01)
 5: form into a hill (hill.v.01)"	4		
hilt	0: the handle of a sword or dagger (hilt.n.01)	4		
hire	"0: a newly hired employee (hire.n.01)
 1: the act of hiring something or someone (hire.n.02)
 2: engage or hire for work (hire.v.01)
 3: hold under a lease or rental agreement; of goods and services (rent.v.04)
 4: engage for service under a term of contract (lease.v.04)"	4		
hoar	"0: ice crystals forming a white deposit (especially on objects outside) (frost.n.01)
 1: showing characteristics of age, especially having grey or white hair; -Coleridge (grey.s.02)"	4		
hock	"0: any of several white wines from the Rhine River valley in Germany (`hock' is British usage) (rhine_wine.n.01)
 1: tarsal joint of the hind leg of hoofed mammals; corresponds to the human ankle (hock.n.02)
 2: leave as a guarantee in return for money (pawn.v.01)
 3: disable by cutting the hock (hock.v.02)"	4		
hodr	0: (Norse mythology) a blind god; misled by Loki, he kills his brother Balder by throwing a shaft of mistletoe (hoth.n.01)	4		
hogg	"0: Scottish writer of rustic verse (1770-1835) (hogg.n.01)
 1: a sheep up to the age of one year; one yet to be sheared (hog.n.02)"	4		
hoka	"0: a member of a North American Indian people speaking one of the Hokan languages (hokan.n.02)
 1: a family of Amerindian languages spoken in California (hokan.n.01)"	4		
homo	"0: someone who practices homosexuality; having a sexual attraction to persons of the same sex (homosexual.n.01)
 1: any living or extinct member of the family Hominidae characterized by superior intelligence, articulate speech, and erect carriage (homo.n.02)"	4		
homy	0: having a feeling of home; cozy and comfortable (homelike.s.01)	4		
hood	"0: an aggressive and violent young criminal (hood.n.01)
 1: a protective covering that is part of a plant (hood.n.02)
 2: (slang) a neighborhood (hood.n.03)
 3: a tubular attachment used to keep stray light out of the lens of a camera (hood.n.04)
 4: (falconry) a leather covering for a hawk's head (hood.n.05)
 5: metal covering leading to a vent that exhausts smoke or fumes (hood.n.06)
 6: the folding roof of a carriage (hood.n.07)
 7: a headdress that protects the head and face (hood.n.08)
 8: protective covering consisting of a metal part that covers the engine (hood.n.09)
 9: (zoology) an expandable part or marking that resembles a hood on the head or neck of an animal (hood.n.10)
 10: cover with a hood (hood.v.01)"	4		
hoop	"0: a light curved skeleton to spread out a skirt (hoop.n.01)
 1: a rigid circular band of metal or wood or other material used for holding or fastening or hanging or pulling (hoop.n.02)
 2: a small arch used as croquet equipment (wicket.n.02)
 3: horizontal circular metal hoop supporting a net through which players try to throw the basketball (basket.n.03)
 4: bind or fasten with a hoop (hoop.v.01)"	4		
hopi	"0: a member of the Shoshonean people of northeastern Arizona (hopi.n.01)
 1: the Shoshonean language spoken by the Hopi (hopi.n.02)"	4		
hoth	0: (Norse mythology) a blind god; misled by Loki, he kills his brother Balder by throwing a shaft of mistletoe (hoth.n.01)	4		
hour	"0: a period of time equal to 1/24th of a day (hour.n.01)
 1: clock time (hour.n.02)
 2: a special and memorable period (hour.n.03)
 3: distance measured by the time taken to cover it (hour.n.04)"	4		
hoya	0: any plant of the genus Hoya having fleshy leaves and usually nectariferous flowers (hoya.n.01)	4		
huff	"0: a state of irritation or annoyance (huff.n.01)
 1: inhale recreational drugs (huff.v.01)
 2: blow hard and loudly (puff.v.08)"	4		
huji	0: an extremist militant group in Pakistan occupied Kashmir that seeks an Islamic government and that has had close links and fought with the Taliban in Afghanistan (harkat-ul-jihad-e-islami.n.01)	4		
hump	"0: something that bulges out or is protuberant or projects from its surroundings (bulge.n.01)
 1: round one's back by bending forward and drawing the shoulders forward (hunch.v.01)
 2: have sexual intercourse with (sleep_together.v.01)"	4		
hupa	"0: a member of the Athapaskan people of the Trinity River valley in California (hupa.n.01)
 1: the Athapaskan language spoken by the Hupa (hupa.n.02)"	4		
huss	"0: Czechoslovakian religious reformer who anticipated the Reformation; he questioned the infallibility of the Catholic Church was excommunicated (1409) for attacking the corruption of the clergy; he was burned at the stake (1372-1415) (huss.n.01)
 1: Czechoslovakian religious reformer who anticipated the Reformation; he questioned the infallibility of the Catholic Church was excommunicated (1409) for attacking the corruption of the clergy; he was burned at the stake (1372-1415) (huss.n.01)"	4		
hutu	0: a member of a Bantu people living in Rwanda and Burundi (hutu.n.01)	4		
iaea	0: the United Nations agency concerned with atomic energy (international_atomic_energy_agency.n.01)	4		
iamb	0: a metrical unit with unstressed-stressed syllables (iamb.n.01)	4		
ibrd	0: a United Nations agency created to assist developing nations by loans guaranteed by member governments (international_bank_for_reconstruction_and_development.n.01)	4		
icao	0: the United Nations agency concerned with civil aviation (international_civil_aviation_organization.n.01)	4		
icbm	0: a ballistic missile that is capable of traveling from one continent to another (intercontinental_ballistic_missile.n.01)	4		
icky	"0: very bad (icky.s.01)
 1: soft and sticky (gooey.s.01)"	4		
icsh	0: a gonadotropic hormone that is secreted by the anterior pituitary; stimulates ovulation in female mammals and stimulates androgen release in male mammals (luteinizing_hormone.n.01)	4		
iddm	0: severe diabetes mellitus with an early onset; characterized by polyuria and excessive thirst and increased appetite and weight loss and episodic ketoacidosis; diet and insulin injections are required to control the disease (type_i_diabetes.n.01)	4		
idun	0: (Norse mythology) goddess of spring and wife of Bragi; guarded the apples that kept the gods eternally young (idun.n.01)	4		
idyl	"0: a musical composition that evokes rural life (pastorale.n.01)
 1: a short poem descriptive of rural or pastoral life (eclogue.n.01)"	4		
